Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0.0,0.31434108551448114,0.3359334834297987,0.45552218014316337,0.6097063023516824,0.7763793300025367,0.6119980802684932,0.22517101976909792,0.22179557825596619,0.10963201546349433,0.6328194197265011
0.0,0.49129004537068544,0.07305011380582138,0.8800526477510864,0.9109427536144203,0.050428584263124576,0.8598459648361079,0.16578607446196036,0.5058420531325746,0.7736012926095868,0.19345518126892935
0.0,0.7364676761965804,0.9712336891389004,0.03141865117924114,0.6693044550981316,0.11034266483749633,0.220267586033547,0.8463130739492337,0.5637868404568616,0.8508979250975363,0.5317606295490578
1.0,0.14288631188314338,0.22088640664510983,0.29169584454746067,0.07648879574436496,0.9824364635246238,0.6762490315594283,0.5801751675560355,0.8369689851605249,0.48173554039943134,0.583566343351703
1.0,0.8775954002064414,0.5219382730450022,0.08083990307417133,0.35017621471418003,0.9857360009446512,0.8315706228657102,0.8209177549243573,0.6305831055777495,0.7024971778786823,0.9487163863072368
0.0,0.2221301735655994,0.4096199248670134,0.3105378215844795,0.5788519167675832,0.28817209054130866,0.23944551644411494,0.9338981776806483,0.8857078998617516,0.26809859940027436,0.7426043294893506
2.0,0.6369157242111825,0.21018211057723002,0.9210973095614284,0.6302170996639469,0.6933280043666674,0.695696799800828,0.9126711339014412,0.3133530408777704,0.672321445529484,0.9780940936569976
2.0,0.4320320773244999,0.2550321153951406,0.9470489665979284,0.478650957397055,0.8011995042991246,0.0804243724649073,0.6902785641646993,0.4864146918130656,0.07879223078368092,0.20752195834917264
2.0,0.09221030558359089,0.36763937294057325,0.30437320147477887,0.11100231714778064,0.44291237163596586,0.7018344413226084,0.25604991392863274,0.9643547287799528,0.8839788046630978,0.936952899456028
6.0,0.919911952057827,0.21451853327486203,0.743714782794441,0.24912772608710487,0.22048379553281705,0.24197943963515867,0.3124102959326672,0.06161256161971451,0.8006248975842859,0.6758875036767281
1.0,0.6535876792262866,0.6971299912329801,0.43476775053921424,0.36574907708955917,0.4407638618576498,0.6737931474450718,0.9544385204313849,0.49992838719680344,0.26680366778520237,0.7116380561771383
4.0,0.700387852882164,0.5291494035693787,0.6093137194944639,0.809536001374048,0.4440239918194394,0.21300566160651113,0.2654915897653042,0.5076308186627085,0.09104306516591398,0.3338189423247824
1.0,0.27810897591914885,0.9052983914367798,0.801825366391558,0.9684696358410123,0.2394855720270479,0.13570157661519522,0.08816260647471674,0.4716864585385887,0.4242448949929136,0.07547840289984586
5.0,0.8305159051314677,0.33643031985280303,0.2765383201206074,0.06307576488851796,0.8406647929560658,0.9416304468330927,0.9209734812313035,0.6987534565570217,0.3608434933210335,0.8582447967163668
1.0,0.5338673027518149,0.03476310294343199,0.7051163336970749,0.7128750353125609,0.4711078332914397,0.8602710665639681,0.17680584111813658,0.35715669802542227,0.8919949956319736,0.11785534686662635
0.0,0.665429281630437,0.919221790832844,0.4059545205761508,0.48559096516033473,0.6538161395225314,0.20917760319614143,0.3757399869398691,0.07494593206686007,0.5338445873110024,0.9824969127601791
1.0,0.532628664503989,0.1289575999820426,0.02794321476262418,0.5086387886429172,0.8697613696309754,0.08595513295978252,0.7061853697762694,0.712770328480871,0.5029744926777946,0.4882159824264388
3.0,0.7649003709083954,0.4909338008934906,0.5810435687997099,0.8578137255219599,0.7369897149426822,0.06209788393238169,0.5530247339109401,0.5155156499060926,0.5737469349533527,0.1996675292501856
1.0,0.15612080822046903,0.6775293360053464,0.8607696039643563,0.379307429236019,0.485140651962521,0.8448404507256234,0.7186026439885573,0.5487594374990207,0.5658801995392205,0.1631070753745678
2.0,0.3887201717919223,0.015361639675588235,0.4752152342240935,0.5662635501558285,0.846100414790062,0.9734163508645812,0.922285869563558,0.5555175710982011,0.7894823825413931,0.17584528495306495
2.0,0.24935839865893483,0.9065759593769174,0.5708939149477946,0.7688776613479913,0.9162419205698386,0.5393193042627955,0.1840602831320559,0.6362896904587887,0.33120261609560486,0.05299828109984783
0.0,0.10254514733061604,0.0032433914637902683,0.4193976205717186,0.7201293502890289,0.9702397351133113,0.10029042835931845,0.2933535701041632,0.17717472923453503,0.86130351659562,0.873341552081828
4.0,0.7190769242153315,0.9238215086863529,0.10190092616681701,0.9881378181575835,0.6712951468465698,0.46923247446503225,0.5293048237534527,0.5628617736807546,0.3183851189618605,0.6297633665953185
2.0,0.9574438040874835,0.6231752349251762,0.11361875037421842,0.20957632619182576,0.05225815795506128,0.7093559936112951,0.8865809614441713,0.3252566763469241,0.4402512976023416,0.5137772499357345
5.0,0.5755831350992522,0.21210440402955788,0.010747902564996359,0.09187910549917344,0.0017635904812590697,0.9498017213751014,0.6527222267696696,0.7576940439805289,0.5786162182973459,0.8833155852280796
0.0,0.21883026716527376,0.754357128624222,0.9986580855512787,0.5130320499588826,0.41268059949406277,0.904476227648355,0.3440584061971713,0.9953030812231949,0.2657820564473773,0.8173548137543608
0.0,0.9557151224688146,0.5927754839474698,0.46062121332737116,0.1467456309666656,0.07843957235801391,0.3852740141208162,0.25797391781760015,0.6021428090683064,0.8792917119664587,0.621898841094367
4.0,0.761572204185436,0.5263264641686054,0.7201479541106689,0.5828679568417297,0.9540977610264495,0.5455830375476397,0.5391414323255272,0.7756849074605812,0.7774524911785875,0.3789099889342714
7.0,0.1445705028962886,0.23611685957571726,0.11550358561533525,0.4667249641854897,0.033927888108818416,0.9429235542915815,0.20226180332260002,0.19171324189355277,0.06180969130657299,0.7936831840149603
0.0,0.3827956699195324,0.7650281897646586,0.20490540549555103,0.10526313413200439,0.8549780979935379,0.9519575641166673,0.28235592168310286,0.4920126760557194,0.39541200958663614,0.6927609593865263
3.0,0.3891618819904754,0.5584660167429233,0.5055337879031176,0.06811475834594494,0.8219190816531216,0.4509291781673729,0.6967144008797214,0.383055258552394,0.7428576112825362,0.7193396060367611
0.0,0.9923509250035054,0.5962192548809337,0.52153761790197,0.5597730930407736,0.8296066779390465,0.770066866603539,0.0811973631927746,0.3301690405452672,0.03443022050106237,0.3044023115446227
1.0,0.46540685330081033,0.5143464632495596,0.4967913899913732,0.06702237224618612,0.0957646122722049,0.9310415291584818,0.2579477856540072,0.45121303677403224,0.03029338070952392,0.907291099178401
4.0,0.06811320135286125,0.3760697683762887,0.6037982993125856,0.6615234793901277,0.5344886074572531,0.780698347612488,0.8724305203765377,0.41368416432680977,0.1829221936330122,0.5253989666153216
7.0,0.04281129545679463,0.840465013765891,0.05765067525790879,0.5254910992577344,0.48507901761080685,0.5239742900047147,0.9364030759299582,0.839857166239074,0.7308926320948472,0.7447091194246976
2.0,0.12458199802839531,0.9586726996491587,0.019387866137273946,0.6441301240767936,0.2687868752229433,0.6235949005468091,0.49083374739387164,0.5743931557510807,0.6837703080843288,0.7843812393498036
0.0,0.46301500100345216,0.0025337480378674337,0.721819427971165,0.7584430054340343,0.44203608159489627,0.0647764083531317,0.9122767388953416,0.12433037156567017,0.11515404722199418,0.047253961293692304
1.0,0.5793179723416771,0.6864482718850332,0.973789755243896,0.3779036701236528,0.6298150708747748,0.7506369339450036,0.10004380946078295,0.7563999130515338,0.3140492862298637,0.3653153318889678
6.0,0.5489849986011481,0.3204701380963145,0.4536519549108018,0.05145164166235494,0.13736930861437102,0.020567110446982007,0.3393606237638739,0.7436093428055418,0.7181368076488397,0.3318453944908085
0.0,0.7559866544480148,0.00014405618335011638,0.7498763987228295,0.568459823819877,0.025726563683174053,0.36366877106752615,0.056093152874271524,0.5905173711004066,0.15152351059235314,0.023580793594131122
1.0,0.5694668857951171,0.7268379329317296,0.9406311036495785,0.5268917204515089,0.5689705303333045,0.8697408059151002,0.785146367927565,0.2506297770972973,0.0938309514823974,0.9148222210500998
0.0,0.008723143869073469,0.28134876283198207,0.2208915984887605,0.10881198418084104,0.09728208149783157,0.7352494710076782,0.3033565151544294,0.12525066965693277,0.5232885987570166,0.5056810386855247
0.0,0.30423214337538085,0.05074040992376183,0.3136383847082074,0.3562016182476966,0.6885413639735808,0.4996297587829891,0.2299944148721098,0.508571181860959,0.693429838531633,0.030523298922546127
1.0,0.07194716147120106,0.1282197143100341,0.3132681297296609,0.8816983387794041,0.6301453668274338,0.7937819364635337,0.8516687446512007,0.102524735009068,0.5513503935728654,0.35076361204015505
1.0,0.6469760572189925,0.7015354778307463,0.9930145938730734,0.22501153242126015,0.06895917100508797,0.08817776097049901,0.09077292600296805,0.9624435462016017,0.4383018811898779,0.25606710635067675
1.0,0.6117637128775207,0.41663717475512785,0.5048612842859729,0.802468496562991,0.3792714754524421,0.773825855283083,0.8567779875695826,0.9017933498291416,0.7677315352162061,0.5396114262420749
1.0,0.5987844555682322,0.29591820685493186,0.4171075386281009,0.22394027895255586,0.806025034872763,0.4903171162183275,0.984833494580029,0.8271128618096336,0.37979131257150356,0.3652905917729907
3.0,0.8796299649410788,0.9978258669239659,0.9924224180886252,0.25041787500444435,0.5794529216788902,0.7629337070506215,0.8188572941149029,0.9964636827034554,0.29700235481619564,0.16219541385348324
0.0,0.47143865760718573,0.4517999414907967,0.5181937561104464,0.6933300231810091,0.9947956928829798,0.1729102588675393,0.8165217512069243,0.9050687140411738,0.9352796186371791,0.10751839408751662
1.0,0.6156941036772668,0.9443167339761341,0.22026459318309732,0.25630693204785027,0.1378281713751055,0.7368703489469328,0.7972232350662108,0.7833684111878633,0.6237268699092249,0.3907350486440667
0.0,0.4035819785047524,0.08134149287870862,0.8175809593230943,0.043079382816685774,0.5199962367785788,0.215347050970494,0.16544386673306466,0.34435039506745047,0.628495554325794,0.23989939105134572
